Aggregate Series,SPEPSTTM
Data Start,2003-01-04
Data End,2026-05-16

Date,Value
2018-08-25,11.730606079101562
2018-09-01,11.736380577087402
2018-09-08,11.769525527954102
2018-09-15,11.79553508758545
2018-09-22,11.768345832824707
2018-09-29,11.782198905944824
2018-10-06,11.7969331741333
2018-10-13,11.859567642211914
2018-10-20,11.99245548248291
2018-10-27,12.294084548950195
2018-11-03,12.232625007629395
2018-11-10,12.384881019592285
2018-11-17,12.4392671585083
2018-11-24,12.42429256439209
2018-12-01,12.399755477905273
2018-12-08,12.421574592590332
2018-12-15,12.438969612121582
2018-12-22,12.350940704345703
2018-12-29,12.358588218688965
2019-01-05,12.433609008789062
2019-01-12,12.441770553588867
2019-01-19,12.851356506347656
2019-01-26,12.922863960266113
2019-02-02,12.8670654296875
2019-02-09,13.238208770751953
2019-02-16,13.454079627990723
2019-02-23,13.271864891052246
2019-03-02,13.309487342834473
2019-03-09,13.272475242614746
2019-03-16,13.221954345703125
2019-03-23,13.078872680664062
2019-03-30,13.070136070251465
2019-04-06,13.114830017089844
2019-04-13,13.143315315246582
2019-04-20,13.149667739868164
2019-04-27,13.107129096984863
2019-05-04,13.130427360534668
2019-05-11,13.114476203918457
2019-05-18,13.122626304626465
2019-05-25,13.135225296020508
2019-06-01,13.135641098022461
2019-06-08,13.16822338104248
2019-06-15,13.139262199401855
2019-06-22,13.064590454101562
2019-06-29,12.99355697631836
2019-07-06,13.010400772094727
2019-07-13,13.019207000732422
2019-07-20,13.153587341308594
2019-07-27,13.133384704589844
2019-08-03,13.023153305053711
2019-08-10,13.071672439575195
2019-08-17,13.09981632232666
2019-08-24,13.106472969055176
2019-08-31,13.05101490020752
2019-09-07,13.06550407409668
2019-09-14,13.07249927520752
2019-09-21,13.011831283569336
2019-09-28,12.987394332885742
2019-10-05,12.991227149963379
2019-10-12,12.995193481445312
2019-10-19,12.793395042419434
2019-10-26,12.710298538208008
2019-11-02,13.008652687072754
2019-11-09,12.925647735595703
2019-11-16,12.906025886535645
2019-11-23,12.868886947631836
2019-11-30,12.859275817871094
