Aggregate Series,MySPEPSCNY
Data Start,2003-01-04
Data End,2026-05-16

Date,Value
2016-12-17,12.276927947998047
2016-12-24,12.297167778015137
2016-12-31,12.435491561889648
2017-01-07,12.425522804260254
2017-01-14,12.444283485412598
2017-01-21,12.457218170166016
2017-01-28,12.449483871459961
2017-02-04,12.53260612487793
2017-02-11,12.516366004943848
2017-02-18,12.552240371704102
2017-02-25,12.563047409057617
2017-03-04,12.571571350097656
2017-03-11,12.575647354125977
2017-03-18,12.513136863708496
2017-03-25,12.539090156555176
2017-04-01,12.510869979858398
2017-04-08,12.529609680175781
2017-04-15,12.549436569213867
2017-04-22,12.62298583984375
2017-04-29,12.798213005065918
2017-05-06,12.87753677368164
2017-05-13,12.90708065032959
2017-05-20,12.934000968933105
2017-05-27,12.931632995605469
2017-06-03,12.951221466064453
2017-06-10,12.944576263427734
2017-06-17,12.900055885314941
2017-06-24,12.89516830444336
2017-07-01,12.93161678314209
2017-07-08,12.918488502502441
2017-07-15,12.907954216003418
2017-07-22,12.939591407775879
2017-07-29,13.121603012084961
2017-08-05,13.176592826843262
2017-08-12,13.216328620910645
2017-08-19,13.231658935546875
2017-08-26,13.245841979980469
2017-09-02,13.216997146606445
2017-09-09,13.221628189086914
2017-09-16,13.150739669799805
2017-09-23,13.157748222351074
2017-09-30,13.144497871398926
2017-10-07,13.180523872375488
2017-10-14,13.210701942443848
2017-10-21,13.264829635620117
2017-10-28,13.418766975402832
2017-11-04,13.54135799407959
2017-11-11,13.563896179199219
2017-11-18,13.57297134399414
2017-11-25,13.592720985412598
2017-12-02,13.624706268310547
2017-12-09,13.645610809326172
2017-12-16,13.583465576171875
2017-12-23,13.682929992675781
2017-12-30,13.726970672607422
2018-01-06,13.911127090454102
2018-01-13,14.075446128845215
2018-01-20,14.24813175201416
2018-01-27,14.446256637573242
2018-02-03,14.763262748718262
2018-02-10,14.91161823272705
2018-02-17,15.008413314819336
2018-02-24,15.090750694274902
2018-03-03,15.114466667175293
2018-03-10,15.136872291564941
2018-03-17,15.068517684936523
2018-03-24,15.114655494689941
2018-03-31,15.10303783416748
2018-04-07,15.122761726379395
2018-04-14,15.166197776794434
2018-04-21,15.252963066101074
2018-04-28,15.505359649658203
2018-05-05,15.604235649108887
2018-05-12,15.688896179199219
2018-05-19,15.716320991516113
2018-05-26,15.738632202148438
2018-06-02,15.746716499328613
2018-06-09,15.783913612365723
2018-06-16,15.691131591796875
2018-06-23,15.685954093933105
2018-06-30,15.691405296325684
2018-07-07,15.711856842041016
2018-07-14,15.734458923339844
2018-07-21,15.863338470458984
2018-07-28,16.04201316833496
2018-08-04,16.14216423034668
2018-08-11,16.183935165405273
2018-08-18,16.199661254882812
2018-08-25,16.19943618774414
2018-09-01,16.185810089111328
2018-09-08,16.233957290649414
2018-09-15,16.24689483642578
2018-09-22,16.169403076171875
2018-09-29,16.177967071533203
2018-10-06,16.195087432861328
2018-10-13,16.181869506835938
2018-10-20,16.238740921020508
2018-10-27,16.359045028686523
2018-11-03,16.398231506347656
2018-11-10,16.440921783447266
2018-11-17,16.45745849609375
2018-11-24,16.428380966186523
2018-12-01,16.36855697631836
2018-12-08,16.376134872436523
2018-12-15,16.34697151184082
2018-12-22,16.167560577392578
2018-12-29,16.175113677978516
2019-01-05,16.1405086517334
2019-01-12,16.076940536499023
2019-01-19,16.07785987854004
2019-01-26,16.050525665283203
2019-02-02,16.052194595336914
2019-02-09,16.0612735748291
2019-02-16,16.067819595336914
2019-02-23,16.075410842895508
2019-03-02,16.080432891845703
2019-03-09,16.08476448059082
2019-03-16,16.016462326049805
2019-03-23,16.002208709716797
2019-03-30,15.977349281311035
2019-04-06,15.996901512145996
2019-04-13,16.012868881225586
2019-04-20,16.079702377319336
2019-04-27,16.26081085205078
2019-05-04,16.383493423461914
2019-05-11,16.438995361328125
2019-05-18,16.45400047302246
2019-05-25,16.471538543701172
2019-06-01,16.46235466003418
2019-06-08,16.482999801635742
2019-06-15,16.506921768188477
2019-06-22,16.407669067382812
2019-06-29,16.37140655517578
2019-07-06,16.437259674072266
2019-07-13,16.399778366088867
2019-07-20,16.395336151123047
2019-07-27,16.547046661376953
2019-08-03,16.57897186279297
2019-08-10,16.596555709838867
2019-08-17,16.607444763183594
2019-08-24,16.624832153320312
2019-08-31,16.6027889251709
2019-09-07,16.608308792114258
2019-09-14,16.637115478515625
2019-09-21,16.547788619995117
2019-09-28,16.54922103881836
2019-10-05,16.545879364013672
2019-10-12,16.476158142089844
2019-10-19,16.438724517822266
2019-10-26,16.53436279296875
2019-11-02,16.683208465576172
2019-11-09,16.744871139526367
2019-11-16,16.754884719848633
2019-11-23,16.690288543701172
2019-11-30,16.669836044311523
2019-12-07,16.657466888427734
2019-12-14,16.637609481811523
2019-12-21,16.537094116210938
2019-12-28,16.544790267944336
2020-01-04,16.636150360107422
2020-01-11,16.631757736206055
2020-01-18,16.617286682128906
2020-01-25,16.643285751342773
2020-02-01,16.81358528137207
2020-02-08,16.884057998657227
2020-02-15,16.87892723083496
2020-02-22,16.891145706176758
2020-02-29,16.898685455322266
2020-03-07,16.723495483398438
2020-03-14,16.273639678955078
2020-03-21,15.780208587646484
2020-03-28,15.21604061126709
2020-04-04,14.666247367858887
2020-04-11,13.960731506347656
2020-04-18,13.463492393493652
2020-04-25,13.158856391906738
2020-05-02,13.1182222366333
2020-05-09,12.94954776763916
2020-05-16,12.888676643371582
2020-05-23,12.842686653137207
2020-05-30,12.816244125366211
2020-06-06,12.81286334991455
2020-06-13,12.804655075073242
2020-06-20,12.741986274719238
2020-06-27,12.745932579040527
